DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,OBS_STATUS:Observation Status,OBS_CONF:Observation confidentaility,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,WGTD_SAMPL_SIZE:Weighted Sample Size,OBS_FOOTNOTE:Observation footnote,SERIES_FOOTNOTE:Series footnote,DATA_SOURCE:Data Source,SOURCE_LINK:Citation of or link to the data source,CUSTODIAN:Custodian,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,REF_PERIOD:Reference Period,COVERAGE_TIME:The period of time for which data are provided,AGE:Current age
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SEN: Senegal,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,_T: Total,2019,39.283192,,PCNT: %,,,,,,,,DHS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SEN: Senegal,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,F: Female,2019,55.66758,,PCNT: %,,,,,,,,DHS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SEN: Senegal,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,M: Male,2019,53.29924,,PCNT: %,,,,,,,,DHS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SEN: Senegal,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,_T: Total,2019,54.533691,,PCNT: %,,,,,,,,DHS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SRB: Serbia,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,F: Female,2019,98.119919,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SRB: Serbia,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,M: Male,2019,99.008003,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SRB: Serbia,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,_T: Total,2019,98.616203,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SRB: Serbia,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,F: Female,2019,93.348763,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SRB: Serbia,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,M: Male,2019,94.704071,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SRB: Serbia,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,_T: Total,2019,94.081596,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SRB: Serbia,ED_CR_L2: Completion rate for adolescents of lower secondary school age,F: Female,2019,99.466476,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SRB: Serbia,ED_CR_L2: Completion rate for adolescents of lower secondary school age,M: Male,2019,99.579712,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SRB: Serbia,ED_CR_L2: Completion rate for adolescents of lower secondary school age,_T: Total,2019,99.528503,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SRB: Serbia,ED_CR_L3: Completion rate for youth of upper secondary education school age,F: Female,2019,92.224716,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SRB: Serbia,ED_CR_L3: Completion rate for youth of upper secondary education school age,M: Male,2019,96.424553,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SRB: Serbia,ED_CR_L3: Completion rate for youth of upper secondary education school age,_T: Total,2019,94.427223,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SRB: Serbia,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,F: Female,2019,0.43215179,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SRB: Serbia,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,M: Male,2019,0,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SRB: Serbia,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,_T: Total,2019,0.1906551,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SRB: Serbia,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,F: Female,2019,4.0220389,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SRB: Serbia,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,M: Male,2019,3.6268489,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SRB: Serbia,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,_T: Total,2019,3.8083529,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SLE: Sierra Leone,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,F: Female,2017,36.299999,,PCNT: %,,,,,,,,MICS 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SLE: Sierra Leone,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,M: Male,2017,36.200001,,PCNT: %,,,,,,,,MICS 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SLE: Sierra Leone,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,_T: Total,2017,36.200001,,PCNT: %,,,,,,,,MICS 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SLE: Sierra Leone,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,F: Female,2017,27.5,,PCNT: %,,,,,,,,MICS 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SLE: Sierra Leone,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,M: Male,2017,29.9,,PCNT: %,,,,,,,,MICS 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SLE: Sierra Leone,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,_T: Total,2017,28.6,,PCNT: %,,,,,,,,MICS 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SLE: Sierra Leone,ED_CR_L2: Completion rate for adolescents of lower secondary school age,F: Female,2017,41.900002,,PCNT: %,,,,,,,,MICS 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SLE: Sierra Leone,ED_CR_L2: Completion rate for adolescents of lower secondary school age,M: Male,2017,47.299999,,PCNT: %,,,,,,,,MICS 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SLE: Sierra Leone,ED_CR_L2: Completion rate for adolescents of lower secondary school age,_T: Total,2017,44.200001,,PCNT: %,,,,,,,,MICS 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SLE: Sierra Leone,ED_CR_L3: Completion rate for youth of upper secondary education school age,F: Female,2017,17.5,,PCNT: %,,,,,,,,MICS 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SLE: Sierra Leone,ED_CR_L3: Completion rate for youth of upper secondary education school age,M: Male,2017,27.4,,PCNT: %,,,,,,,,MICS 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SLE: Sierra Leone,ED_CR_L3: Completion rate for youth of upper secondary education school age,_T: Total,2017,21.700001,,PCNT: %,,,,,,,,MICS 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SLE: Sierra Leone,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,F: Female,2017,17.6,,PCNT: %,,,,,,,,MICS 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SLE: Sierra Leone,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,M: Male,2017,20.200001,,PCNT: %,,,,,,,,MICS 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SLE: Sierra Leone,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,_T: Total,2017,19,,PCNT: %,,,,,,,,MICS 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SLE: Sierra Leone,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,F: Female,2017,39.700001,,PCNT: %,,,,,,,,MICS 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SLE: Sierra Leone,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,M: Male,2017,31.4,,PCNT: %,,,,,,,,MICS 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SLE: Sierra Leone,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,_T: Total,2017,36,,PCNT: %,,,,,,,,MICS 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ZAF: South Africa,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,F: Female,2016,88.811882,,PCNT: %,,,,,,,,DHS 2016,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ZAF: South Africa,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,M: Male,2016,81.629356,,PCNT: %,,,,,,,,DHS 2016,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ZAF: South Africa,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,_T: Total,2016,85.188957,,PCNT: %,,,,,,,,DHS 2016,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ZAF: South Africa,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,F: Female,2016,72.273514,,PCNT: %,,,,,,,,DHS 2016,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ZAF: South Africa,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,M: Male,2016,67.230148,,PCNT: %,,,,,,,,DHS 2016,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ZAF: South Africa,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,_T: Total,2016,69.730507,,PCNT: %,,,,,,,,DHS 2016,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ZAF: South Africa,ED_CR_L2: Completion rate for adolescents of lower secondary school age,F: Female,2016,91.388313,,PCNT: %,,,,,,,,DHS 2016,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ZAF: South Africa,ED_CR_L2: Completion rate for adolescents of lower secondary school age,M: Male,2016,85.417801,,PCNT: %,,,,,,,,DHS 2016,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ZAF: South Africa,ED_CR_L2: Completion rate for adolescents of lower secondary school age,_T: Total,2016,88.452599,,PCNT: %,,,,,,,,DHS 2016,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ZAF: South Africa,ED_CR_L3: Completion rate for youth of upper secondary education school age,F: Female,2016,51.86681,,PCNT: %,,,,,,,,DHS 2016,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ZAF: South Africa,ED_CR_L3: Completion rate for youth of upper secondary education school age,M: Male,2016,44.761429,,PCNT: %,,,,,,,,DHS 2016,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ZAF: South Africa,ED_CR_L3: Completion rate for youth of upper secondary education school age,_T: Total,2016,48.42963,,PCNT: %,,,,,,,,DHS 2016,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ZAF: South Africa,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,F: Female,2016,4.3000002,,PCNT: %,,,,,,,,DHS 2016,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ZAF: South Africa,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,M: Male,2016,6.0999999,,PCNT: %,,,,,,,,DHS 2016,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ZAF: South Africa,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,_T: Total,2016,5.1999998,,PCNT: %,,,,,,,,DHS 2016,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ZAF: South Africa,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,F: Female,2016,17.1,,PCNT: %,,,,,,,,DHS 2016,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ZAF: South Africa,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,M: Male,2016,14.8,,PCNT: %,,,,,,,,DHS 2016,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ZAF: South Africa,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,_T: Total,2016,15.9,,PCNT: %,,,,,,,,DHS 2016,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_SA: South Asia,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,F: Female,2022,70.737795,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_SA: South Asia,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,M: Male,2022,69.871916,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_SA: South Asia,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,_T: Total,2022,70.299108,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_SA: South Asia,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,F: Female,2022,55.977496,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_SA: South Asia,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,M: Male,2022,59.415841,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_SA: South Asia,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,_T: Total,2022,57.72943,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_SA: South Asia,ED_CR_L2: Completion rate for adolescents of lower secondary school age,F: Female,2022,72.326673,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_SA: South Asia,ED_CR_L2: Completion rate for adolescents of lower secondary school age,M: Male,2022,75.795796,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_SA: South Asia,ED_CR_L2: Completion rate for adolescents of lower secondary school age,_T: Total,2022,74.042451,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_SA: South Asia,ED_CR_L3: Completion rate for youth of upper secondary education school age,F: Female,2022,35.659118,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_SA: South Asia,ED_CR_L3: Completion rate for youth of upper secondary education school age,M: Male,2022,41.448127,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_SA: South Asia,ED_CR_L3: Completion rate for youth of upper secondary education school age,_T: Total,2022,38.43864,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_SA: South Asia,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,F: Female,2022,12.216126,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_SA: South Asia,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,M: Male,2022,10.219622,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_SA: South Asia,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,_T: Total,2022,11.20547,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_SA: South Asia,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,F: Female,2022,30.221226,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_SA: South Asia,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,M: Male,2022,24.931532,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_SA: South Asia,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,_T: Total,2022,27.541393,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LKA: Sri Lanka,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,F: Female,2016,92.290497,,PCNT: %,,,,,,,,DHS 2016,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LKA: Sri Lanka,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,M: Male,2016,92.575089,,PCNT: %,,,,,,,,DHS 2016,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LKA: Sri Lanka,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,_T: Total,2016,92.432388,,PCNT: %,,,,,,,,DHS 2016,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LKA: Sri Lanka,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,F: Female,2016,76.970009,,PCNT: %,,,,,,,,DHS 2016,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LKA: Sri Lanka,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,M: Male,2016,68.269363,,PCNT: %,,,,,,,,DHS 2016,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LKA: Sri Lanka,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,_T: Total,2016,72.66362,,PCNT: %,,,,,,,,DHS 2016,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LKA: Sri Lanka,ED_CR_L2: Completion rate for adolescents of lower secondary school age,F: Female,2016,96.285141,,PCNT: %,,,,,,,,DHS 2016,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LKA: Sri Lanka,ED_CR_L2: Completion rate for adolescents of lower secondary school age,M: Male,2016,93.983772,,PCNT: %,,,,,,,,DHS 2016,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LKA: Sri Lanka,ED_CR_L2: Completion rate for adolescents of lower secondary school age,_T: Total,2016,95.144829,,PCNT: %,,,,,,,,DHS 2016,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LKA: Sri Lanka,ED_CR_L3: Completion rate for youth of upper secondary education school age,F: Female,2016,42.653061,,PCNT: %,,,,,,,,DHS 2016,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LKA: Sri Lanka,ED_CR_L3: Completion rate for youth of upper secondary education school age,M: Male,2016,32.289532,,PCNT: %,,,,,,,,DHS 2016,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LKA: Sri Lanka,ED_CR_L3: Completion rate for youth of upper secondary education school age,_T: Total,2016,37.65617,,PCNT: %,,,,,,,,DHS 2016,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LKA: Sri Lanka,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,F: Female,2016,0.74520868,,PCNT: %,,,,,,,,DHS 2016,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LKA: Sri Lanka,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,M: Male,2016,1.036393,,PCNT: %,,,,,,,,DHS 2016,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LKA: Sri Lanka,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,_T: Total,2016,0.89038199,,PCNT: %,,,,,,,,DHS 2016,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LKA: Sri Lanka,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,F: Female,2016,15.61083,,PCNT: %,,,,,,,,DHS 2016,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LKA: Sri Lanka,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,M: Male,2016,22.696489,,PCNT: %,,,,,,,,DHS 2016,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LKA: Sri Lanka,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,_T: Total,2016,19.11788,,PCNT: %,,,,,,,,DHS 2016,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PSE: State of Palestine,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,F: Female,2020,97.205688,,PCNT: %,,,,,,,,MICS 2019-20,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PSE: State of Palestine,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,M: Male,2020,92.956192,,PCNT: %,,,,,,,,MICS 2019-20,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PSE: State of Palestine,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,_T: Total,2020,95.050049,,PCNT: %,,,,,,,,MICS 2019-20,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PSE: State of Palestine,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,F: Female,2020,80.541817,,PCNT: %,,,,,,,,MICS 2019-20,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PSE: State of Palestine,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,M: Male,2020,63.76247,,PCNT: %,,,,,,,,MICS 2019-20,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PSE: State of Palestine,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,_T: Total,2020,71.336884,,PCNT: %,,,,,,,,MICS 2019-20,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PSE: State of Palestine,ED_CR_L2: Completion rate for adolescents of lower secondary school age,F: Female,2020,94.497688,,PCNT: %,,,,,,,,MICS 2019-20,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PSE: State of Palestine,ED_CR_L2: Completion rate for adolescents of lower secondary school age,M: Male,2020,77.841087,,PCNT: %,,,,,,,,MICS 2019-20,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PSE: State of Palestine,ED_CR_L2: Completion rate for adolescents of lower secondary school age,_T: Total,2020,86.03743,,PCNT: %,,,,,,,,MICS 2019-20,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PSE: State of Palestine,ED_CR_L3: Completion rate for youth of upper secondary education school age,F: Female,2020,73.594498,,PCNT: %,,,,,,,,MICS 2019-20,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PSE: State of Palestine,ED_CR_L3: Completion rate for youth of upper secondary education school age,M: Male,2020,51.215038,,PCNT: %,,,,,,,,MICS 2019-20,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PSE: State of Palestine,ED_CR_L3: Completion rate for youth of upper secondary education school age,_T: Total,2020,62.43668,,PCNT: %,,,,,,,,MICS 2019-20,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PSE: State of Palestine,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,F: Female,2020,1.576453,,PCNT: %,,,,,,,,MICS 2019-20,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PSE: State of Palestine,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,M: Male,2020,6.053514,,PCNT: %,,,,,,,,MICS 2019-20,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PSE: State of Palestine,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,_T: Total,2020,3.847523,,PCNT: %,,,,,,,,MICS 2019-20,,,,,,_T: Total
